BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000445854;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000451563;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451563;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;0000477286;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000477286;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000477286;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000465506;No Stay;9;No Wire stay;7;1; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;T/OFF;Strut Pole;Dual;Pole; ;50/50 sqmm;7;0000465859;No Stay;9;No Wire stay;2;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000465876;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000465877;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;11000;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000467167;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000468589;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000468999;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;11000;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000473069;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000473464;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;11000;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000474752;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000475124;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000479900;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000466011;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000466288;No Stay;9;1 Wire stay;7;2; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;0000466308;No Stay;11;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000467548;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000477215;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000477215;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000477215;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000477215;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;4WAY;None;LV;Pole; ;50 sqmm;1;0000438525;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000466063;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000467531;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000472601;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000472601;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000472601;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000472601;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000455902;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000466072;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000467503;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000467575;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000472607;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000472660;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000472925;No Stay;9;1 Wire stay;7;2; ; ;0
 ;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;0000480027;No Stay;11;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;0000480027;No Stay;11;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;STRAIN;Strut Pole;Dual;Pole; ;25/50 sqmm;7;0000480027;No Stay;11;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;Strut Pole;Dual;Pole; ;25/50 sqmm;7;0000480027;No Stay;11;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;0000480027;No Stay;11;1 Wire stay;2;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000480027;No Stay;9;1 Wire stay;7;1; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;50/50 sqmm;7;0005108248;No Stay;11;No Wire stay;2;1; ; ;0
 ;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;0005108248;No Stay;11;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/50 sqmm;7;0005108248;No Stay;11;1 Wire stay;4;1; ; ;0
 ;3 WIRE BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;7;0005108248;No Stay;11;1 Wire stay;1;1; ; ;0
 ;3 WIRE BC;TRUE;YES;Wood;11000;TERMINAL;None;HV;Switch Pole; ;70 sqmm;3;0005108102;No Stay;11;1 Wire stay;7;1; ; ;0
 ;3 WIRE BC;TRUE;YES;Wood;11000;TERMINAL;None;HV;Switch Pole; ;70 sqmm;3;0005108102;No Stay;11;1 Wire stay;7;1; ; ;0
 ;3 WIRE BC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;HV;Pole; ;70 sqmm;3;0005108102;No Stay;11;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0005107373;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0005107373;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
