FID;Loading_Month;BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
830;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;428804;No Stay;9;1 Wire stay;7;None; ; ;0
831;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;428804;No Stay;9;1 Wire stay;7;None; ; ;0
832;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;446858;No Stay;9;1 Wire stay;7;1; ; ;0
833;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;446858;No Stay;9;No Wire stay;7;None; ; ;0
834;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;446858;No Stay;9;1 Wire stay;7;None; ; ;0
835;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;416579;No Stay;9;No Wire stay;7;None; ; ;0
836;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;416579;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
837;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;416579;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
838;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;416579;No Stay;9;1 Wire stay;7;1; ; ;0
839;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;445249;No Stay;9;1 Wire stay;7;None; ; ;0
840;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;445249;No Stay;9;1 Wire stay;7;1; ; ;0
841;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;444931;No Stay;9;1 Wire stay;7;1; ; ;0
842;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;444931;No Stay;9;1 Wire stay;7;None; ; ;0
843;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;444931;No Stay;9;No Wire stay;7;None; ; ;0
844;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;461342;No Stay;9;No Wire stay;7;1; ; ;0
845;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;444941;No Stay;9;1 Wire stay;7;1; ; ;0
846;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;444941;No Stay;9;1 Wire stay;7;1; ; ;0
847;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;447402;No Stay;9;1 Wire stay;7;1; ; ;0
848;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;447402;No Stay;9;1 Wire stay;7;None; ; ;0
849;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;447402;No Stay;9;No Wire stay;7;None; ; ;0
850;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;447402;No Stay;9;No Wire stay;7;None; ; ;0
851;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;447402;No Stay;9;No Wire stay;7;None; ; ;0
852;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;463498;No Stay;9;1 Wire stay;7;1; ; ;0
853;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;463498;No Stay;9;1 Wire stay;7;None; ; ;0
854;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;444910;No Stay;9;1 Wire stay;7;None; ; ;0
855;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;444910;No Stay;9;No Wire stay;7;None; ; ;0
856;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;444910;No Stay;9;1 Wire stay;7;1; ; ;0
857;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;445854;No Stay;9;No Wire stay;7;None; ; ;0
858;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;445854;No Stay;9;No Wire stay;7;None; ; ;0
859;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;445854;No Stay;9;1 Wire stay;7;1; ; ;0
860;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;1 Wire stay;7;1; ; ;0
861;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
862;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;1 Wire stay;7;None; ; ;0
863;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;1 Wire stay;7;None; ; ;0
864;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
865;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
866;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
867;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
868;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;451563;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
869;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
870;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
871;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
872;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451563;No Stay;9;No Wire stay;7;None; ; ;0
873;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;477286;No Stay;9;1 Wire stay;7;None; ; ;0
874;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;477286;No Stay;9;No Wire stay;7;None; ; ;0
875;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;477286;No Stay;9;1 Wire stay;7;1; ; ;0
876;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;465506;No Stay;9;No Wire stay;7;1; ; ;0
877;May; ;3BC/ABC;TRUE;YES;Wood;11000;T/OFF;Strut Pole;Dual;Pole; ;50/50 sqmm;7;465859;No Stay;9;No Wire stay;2;1; ; ;0
878;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;465876;No Stay;9;1 Wire stay;7;2; ; ;0
879;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;465877;No Stay;9;1 Wire stay;7;1; ; ;0
880;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;467167;No Stay;9;No Wire stay;7;2; ; ;0
881;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;468589;No Stay;9;No Wire stay;7;1; ; ;0
882;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;468999;No Stay;9;1 Wire stay;7;1; ; ;0
883;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;473069;No Stay;9;1 Wire stay;7;2; ; ;0
884;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;473464;No Stay;9;No Wire stay;7;1; ; ;0
885;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;474752;No Stay;9;1 Wire stay;7;1; ; ;0
886;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;475124;No Stay;9;1 Wire stay;7;2; ; ;0
887;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;479900;No Stay;9;No Wire stay;7;1; ; ;0
888;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;466011;No Stay;9;1 Wire stay;7;1; ; ;0
889;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;466288;No Stay;9;1 Wire stay;7;2; ; ;0
890;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;466308;No Stay;11;No Wire stay;1;1; ; ;0
891;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;467548;No Stay;9;1 Wire stay;7;1; ; ;0
892;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;477215;No Stay;9;1 Wire stay;7;1; ; ;0
893;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;477215;No Stay;9;No Wire stay;7;None; ; ;0
894;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;477215;No Stay;9;No Wire stay;7;None; ; ;0
895;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;477215;No Stay;9;1 Wire stay;7;None; ; ;0
896;May; ;ABC;TRUE;YES;Wood;400;4WAY;None;LV;Pole; ;50 sqmm;1;438525;No Stay;9;No Wire stay;7;1; ; ;0
897;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;466063;No Stay;9;No Wire stay;7;1; ; ;0
898;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;467531;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
899;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;472601;No Stay;9;1 Wire stay;7;None; ; ;0
900;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;472601;No Stay;9;1 Wire stay;7;1; ; ;0
901;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;472601;No Stay;9;No Wire stay;7;None; ; ;0
902;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;472601;No Stay;9;No Wire stay;7;1; ; ;0
903;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;455902;No Stay;9;1 Wire stay;7;1; ; ;0
904;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;466072;No Stay;9;1 Wire stay;7;1; ; ;0
905;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;467503;No Stay;9;No Wire stay;7;1; ; ;0
906;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;467575;No Stay;9;1 Wire stay;7;2; ; ;0
907;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;472607;No Stay;9;No Wire stay;7;1; ; ;0
908;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;472660;No Stay;9;1 Wire stay;7;2; ; ;0
909;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;472925;No Stay;9;1 Wire stay;7;2; ; ;0
910;May; ;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;480027;No Stay;11;No Wire stay;1;None; ; ;0
911;May; ;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;480027;No Stay;11;No Wire stay;1;None; ; ;0
912;May; ;3BC/ABC;TRUE;YES;Wood;11000;STRAIN;Strut Pole;Dual;Pole; ;25/50 sqmm;7;480027;No Stay;11;No Wire stay;1;None; ; ;0
913;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;Strut Pole;Dual;Pole; ;25/50 sqmm;7;480027;No Stay;11;No Wire stay;1;None; ; ;0
914;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;7;480027;No Stay;11;1 Wire stay;2;None; ; ;0
915;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
916;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
917;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
918;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
919;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
920;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
921;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;480027;No Stay;9;No Wire stay;7;None; ; ;0
922;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;480027;No Stay;9;1 Wire stay;7;1; ; ;0
923;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;50/50 sqmm;7;5108248;No Stay;11;No Wire stay;2;1; ; ;0
924;May; ;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;5108248;No Stay;11;No Wire stay;1;None; ; ;0
925;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50/50 sqmm;7;5108248;No Stay;11;1 Wire stay;4;1; ; ;0
926;May; ;3 WIRE BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;7;5108248;No Stay;11;1 Wire stay;1;1; ; ;0
927;May; ;3 WIRE BC;TRUE;YES;Wood;11000;TERMINAL;None;HV;Switch Pole; ;70 sqmm;3;5108102;No Stay;11;1 Wire stay;7;1; ; ;0
928;May; ;3 WIRE BC;TRUE;YES;Wood;11000;TERMINAL;None;HV;Switch Pole; ;70 sqmm;3;5108102;No Stay;11;1 Wire stay;7;1; ; ;0
929;May; ;3 WIRE BC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;HV;Pole; ;70 sqmm;3;5108102;No Stay;11;1 Wire stay;7;None; ; ;0
930;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;5107373;No Stay;9;No Wire stay;7;None; ; ;0
931;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;5107373;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
